State,City,Date,AQI,PM2.5,n_PM2.5,PM10,n_PM10,NO2,n_NO2,SO2,n_SO2,NH3,n_NH3,CO,n_CO,O3,n_O3,tempmax,tempmin,precip,windspeed,winddir,solarradiation,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,snow,snowdepth,windgust,sealevelpressure,cloudcover,visibility,solarenergy,uvindex
Delhi,Delhi,21-01-2018,276,159.018,16,284.618,12,52.2607,15,23.0257,7,55.285,6,2.12615,13,57.6575,12,24.6,5,0,13,279.6,189.3,14.3,24.6,5,14.3,6.1,64.6,0,0,0,0,18,1014.4,0.2,2.4,16.3,7
Delhi,Delhi,22-01-2018,342,195.051,17,361.477,12,53.7006,17,23.24,7,57.465,8,2.37462,13,54.4617,12,24.6,7.5,0,11.2,134.7,188.6,15.4,24.6,7.5,15.4,8.1,66.5,0,0,0,0,16.6,1013,0,1.5,16.3,7
Delhi,Delhi,23-01-2018,324,158.269,17,246.643,12,43.2406,17,14.7657,7,46.1475,8,1.47385,13,31.005,12,17,10.5,3.463,18.4,103.5,99,13.5,17,10.5,13.5,10.6,83.2,100,8.33,0,0,37.1,1010.7,65.9,1.3,8.4,4
Delhi,Delhi,24-01-2018,270,133.221,17,202.327,12,37.4918,17,13.6114,7,44.93,8,1.56083,12,31.6825,12,17.5,9.8,0,14.8,268.7,140.9,12.6,17.5,9.1,12.5,10.7,89.1,0,0,0,0,19.1,1013.5,20.9,0.8,12.1,6
Delhi,Delhi,25-01-2018,243,107.813,17,167.891,12,52.59,17,7.38,7,39.8513,8,2.02692,13,24.2875,8,17.3,9,0,15.5,262.2,185.7,11.8,17.3,7.2,11.2,10.6,93.3,0,0,0,0,32.8,1013.1,41.5,0.5,16.2,7
Delhi,Delhi,26-01-2018,261,121.641,17,210.344,12,36.0165,17,8.24714,7,40.2925,8,1.90769,13,25.115,8,17.6,9,0,11.2,297.4,183.3,11.7,17.6,7.9,11.5,10,90.4,0,0,0,0,27.7,1013.7,38.3,0.5,15.9,7
Delhi,Delhi,27-01-2018,286,164.012,16,293.669,12,49.02,16,8.61571,7,46.8671,7,2.1,13,34.7111,9,19.6,8.9,0,9.8,298.6,191.7,12.6,19.6,7.6,12.3,9.1,82,0,0,0,0,24.5,1013.9,9.3,1,16.4,7
Delhi,Delhi,28-01-2018,300,148.053,16,253.153,12,45.6975,16,11.1643,7,46.1586,7,2.33308,13,31.1211,9,21.4,7,0,13,286.5,193.5,13,21.4,5.2,12.7,8.3,77.8,0,0,0,0,28.1,1014.6,26,1,16.7,7
Delhi,Delhi,29-01-2018,302,157.623,17,274.168,12,55.09,17,13.1286,7,41.445,8,2.56308,13,35.4556,9,23,7,0,14.8,289.9,195.1,13.8,23,7,13.7,8.3,74.8,0,0,0,0,28.8,1016.1,9.1,1.4,16.8,7
Delhi,Delhi,30-01-2018,270,122.174,17,217.216,12,44.7853,17,15.3643,7,38.1525,8,2.77077,13,39.1444,9,26.3,9,0,22.3,279.6,192.1,16.9,26.3,7.9,16.8,8.9,64.6,0,0,0,0,41.4,1015.5,8.2,2,16.6,7
Delhi,Delhi,31-01-2018,244,125.815,17,218.113,12,46.0229,17,12.6014,7,39.6425,8,3.42846,13,41.6633,9,24.5,10.6,0,31.6,270.4,186.5,16.9,24.5,10.6,16.9,10.7,71.1,0,0,0,0,40.3,1014.4,26.4,2,16.2,7
Delhi,Delhi,01-02-2018,274,158.305,31,329.924,27,76.5697,32,16.3768,22,45.7061,23,2.47286,28,42.777,10,27.1,11,0,13,279.4,195.2,18.4,26.9,11,18.4,10.2,62.9,0,0,0,0,27.4,1014.4,6.2,2.3,16.7,7
Delhi,Delhi,02-02-2018,293,135.561,31,280.989,27,54.9725,32,12.3673,22,52.1035,23,1.62214,28,28.1162,13,25.9,11,0,14.8,287.3,196.4,17.9,25.9,11,17.9,11.4,69.2,0,0,0,0,22,1012.7,2.5,2,17,7
Delhi,Delhi,03-02-2018,243,115.825,31,246.793,27,52.4632,31,14.5777,22,46.5845,22,1.95143,28,48.48,8,24.2,11,0,14.8,301,201.6,16.9,24.2,11,16.9,7.5,58.2,0,0,0,0,24.5,1015.2,11.5,2.4,17.4,7
Delhi,Delhi,04-02-2018,256,134.96,30,257.084,27,49.4345,31,13.3377,22,44.9582,22,1.68429,28,47.9937,8,23.4,8,0,18.4,287.2,206.7,15.1,23.4,7.4,15,6.2,60,0,0,0,0,27.4,1015.8,0,2.4,17.8,8
Delhi,Delhi,05-02-2018,291,163.66,31,313.705,27,65.4391,32,15.0473,22,45.1187,23,1.62714,28,58.3559,27,21.5,8,0,14.8,282.4,181.6,14.8,21.5,7.9,14.7,4.8,55.8,0,0,0,0,18.7,1017.9,46.4,1.7,15.5,7
Delhi,Delhi,06-02-2018,287,138.907,32,274.193,27,53.6316,32,15.1505,22,45.0304,23,1.39357,28,53.503,27,22.1,11,0,18.4,305.3,146.5,16.1,22.1,11,16.1,6,54.7,0,0,0,0,28.8,1017.9,76.7,2.2,12.6,6
Delhi,Delhi,07-02-2018,261,133.513,31,255.948,27,53.1578,32,15.0205,22,43.2965,23,1.75036,28,69.4285,27,23.6,7,0,20.4,278.6,215.1,15,23.6,5.2,14.8,5.5,58.1,0,0,0,0,29.2,1014.8,17.2,2.3,18.6,8
Delhi,Delhi,08-02-2018,308,182.54,32,344.984,27,71.9291,32,13.8877,22,47.613,23,2.075,28,60.9681,27,23,6.7,0,13,297.8,209.7,14.7,23,5.1,14.7,5.8,60.5,0,0,0,0,23,1013.9,15.2,2,18.2,8
Delhi,Delhi,09-02-2018,335,203.063,31,353.766,27,72.2794,32,14.345,22,49.223,23,2.35821,28,64.2215,27,24,8,0,14.8,292.2,213.6,15.4,24,7.4,15.3,6.3,60,0,0,0,0,25.9,1013.9,1.1,2,18.5,8
Delhi,Delhi,10-02-2018,341,205.345,32,381.988,27,97.2772,32,13.9555,22,48.1822,23,3.38929,28,65.9274,27,25,8,0,13,15.9,202.7,16.3,25,8,16.3,5.4,54.9,0,0,0,0,20.9,1016.1,20.9,2.2,17.6,7
Delhi,Delhi,11-02-2018,304,140.917,31,295.779,27,56.6709,32,14.4136,22,51.1848,23,2.01464,28,57.0204,27,25,10.2,0,70.4,130.6,142.1,18.1,25,10.2,18.1,6,49.2,0,0,0,0,24.1,1015.5,59.3,2.4,12.4,6
Delhi,Delhi,12-02-2018,178,70.8472,32,153.067,27,32.8584,32,8.97591,22,46.5117,23,1.11714,28,41.9152,27,21,13.8,0,18.4,114.1,120.1,16.5,21,13.8,16.5,11.1,71.6,0,0,0,0,37.8,1017.6,60,3,10.3,4
Delhi,Delhi,13-02-2018,191,105.905,31,174.559,27,45.8578,32,10.4727,22,50.8639,23,1.26929,28,48.4833,27,23.1,10.7,0,16.6,306.5,186.9,16.6,23.1,10.7,16.6,12,75.9,0,0,0,0,23,1022.1,6.4,2.9,16.1,7
Delhi,Delhi,14-02-2018,187,75.5871,31,150.167,27,34.3974,31,9.22636,22,40.7023,22,1.02786,28,54.1174,27,22.6,8,0,23.2,286.8,217,15.8,22.6,6.4,15.7,8.5,65.8,0,0,0,0,39.6,1022.1,10,2.6,18.8,8
Delhi,Delhi,15-02-2018,187,93.9075,32,173.675,27,38.2353,32,11.7755,22,43.8804,23,1.21821,28,59.3915,27,24,10,0,22.6,280.3,214.3,16.8,24,8.2,16.7,10.2,67.7,0,0,0,0,38.5,1019.8,22,2.5,18.6,8
Delhi,Delhi,16-02-2018,235,122.791,31,222.955,26,47.1769,32,13.0386,22,50.023,23,1.45107,28,53.3315,27,24.2,9,0,18.4,280.2,217.2,17.5,24.2,7.9,17.4,11.8,72.1,0,0,0,0,31.3,1018.2,0,2.3,18.8,8
Delhi,Delhi,17-02-2018,256,127.844,31,252.333,26,48.0919,32,15.3905,22,49.7961,23,1.53036,28,63.2715,27,26,12,0,18.4,278,216.4,18.4,26,12,18.4,11.7,68.5,0,0,0,0,33.8,1013.2,4.9,2.4,18.7,8
Delhi,Delhi,18-02-2018,257,127.469,32,246.157,27,51.2313,32,12.1914,22,44.8613,23,2.06036,28,69.1426,27,25.6,12,0,16.6,286.7,223.3,18.3,25.6,12,18.3,9.7,63.7,0,0,0,0,23.8,1012.3,4,2.4,19.3,8
Delhi,Delhi,19-02-2018,294,169,32,319.732,27,68.5956,32,15.8345,22,46.387,23,2.59571,28,69.4544,27,27,11,0,17.3,270.6,222,18.6,26.6,11,18.5,8.8,57.4,0,0,0,0,19.8,1013.8,30.3,2.7,19.2,8
Delhi,Delhi,20-02-2018,296,165.051,32,323.054,27,65.2106,32,14.2636,22,49.7222,23,2.61393,28,72.9363,27,28.1,11.8,0,16.6,286.3,226.4,19.7,27.1,11.8,19.5,10.3,59.3,0,0,0,0,23.4,1013.3,9.9,2.5,19.7,8
Delhi,Delhi,21-02-2018,308,169.232,32,353.387,27,94.5853,32,13.9005,22,51.4504,23,3.3237,27,68.3652,27,31.1,14.1,0,11.2,283,217.2,22.5,29.6,14.1,22.1,11.2,54.3,0,0,0,0,19.1,1011,20.7,2.8,18.7,8
Delhi,Delhi,22-02-2018,300,156.765,31,313.281,27,64.7016,32,15.9586,22,54.9961,23,2.07464,28,63.5978,27,31.6,15.3,0,14.8,306,224.4,22.9,30.2,15.3,22.6,13.6,60.8,0,0,0,0,18.4,1010.2,17.7,2.3,19.4,8
Delhi,Delhi,23-02-2018,302,163.693,30,342.379,27,72.8813,31,16.5927,22,59.8223,22,2.10071,28,60.5662,26,31,16.8,0,11.2,347.9,195.4,23.9,29.8,16.8,23.6,14.1,58.2,0,0,0,0,16.9,1010.3,31.5,2.6,17.1,7
Delhi,Delhi,24-02-2018,320,164.174,30,353.573,27,61.4432,31,15.3018,22,62.4564,22,1.58571,28,62.7407,27,31.2,18.2,0,14.8,112.1,209.3,24.7,32,18.2,24.7,15.2,57.3,0,0,0,0,31.7,1012.1,51.6,2.6,18.1,8
Delhi,Delhi,25-02-2018,266,99.8963,30,213.349,27,40.2781,31,14.2377,22,49.1545,22,1.19074,27,53.2878,27,28.1,18.5,0,18.4,305.1,228.6,23.1,27.9,18.5,23,14.5,60.3,0,0,0,0,27.7,1015.5,25.4,2.6,19.8,8
Delhi,Delhi,26-02-2018,156,65.5665,31,158.945,27,33.1906,31,9.82091,22,41.7827,22,0.980714,28,55.9944,27,27.6,14,0,23.5,283.7,237.1,20.8,27.4,14,20.8,13.4,65.6,0,0,0,0,38.9,1013.6,0.3,2.9,20.6,8
Delhi,Delhi,27-02-2018,160,88.2435,31,190.161,27,43.3197,31,11.1382,22,44.5982,22,1.63893,28,59.5048,27,30,15,0,22.4,281,225.4,22.5,29.7,15,22.5,14.8,63.9,0,0,0,0,30.2,1013,10.1,2.7,19.5,8
Delhi,Delhi,28-02-2018,272,139.979,31,283.577,27,50.4325,32,14.5409,22,52.7896,23,1.56107,28,59.1604,26,30.1,16.8,0,14.8,295,211.7,23.2,29.6,16.8,23.2,15.9,66.8,0,0,0,0,25.9,1013.1,23.2,2.4,18.4,8
Delhi,Delhi,01-03-2018,257,119.72,32,263.527,27,49.2762,32,15.1227,22,49.5465,23,1.64714,28,59.055,26,29.5,16.2,0,14.8,313,192.4,22.9,28.8,16.2,22.7,13.7,59.7,0,0,0,0,23.8,1011.5,33.4,2.5,16.5,7
Delhi,Delhi,02-03-2018,260,134.467,32,256.707,27,49.7031,32,11.8514,22,48.8961,23,2.39,28,58.6037,27,31,16.5,0,18.4,303.3,229.2,23.5,29.9,16.5,23.3,13.6,57.4,0,0,0,0,27.7,1009.9,12,2.7,19.8,8
Delhi,Delhi,03-03-2018,203,97.3284,32,211.445,27,40.4894,32,13.7282,22,44.2861,23,1.29714,28,47.5159,27,33,17,0,14.8,294.1,211,24.5,32.3,17,24.2,13.7,55.4,0,0,0,0,36,1007.7,26.5,2.8,18.3,8
Delhi,Delhi,04-03-2018,178,79.5547,32,185.051,27,37.7394,32,13.0914,22,39.1939,23,1.03179,28,47.93,27,29.9,18.3,0,22.3,300.7,217.5,23.1,28.9,18.3,22.9,12.7,55.1,0,0,0,0,33.5,1009.2,47.9,3,18.8,8
Delhi,Delhi,05-03-2018,172,74.9294,32,164.82,27,39.1466,32,13.0373,22,38.0843,23,1.02929,28,59.1137,27,28.7,15,0,22.3,291,244.5,21.9,27.5,15,21.7,12.1,58,0,0,0,0,29.2,1013,3.9,3,21.2,8
Delhi,Delhi,06-03-2018,167,74.6922,32,167.21,27,38.0647,32,13.4091,22,34.99,23,1.19643,28,59.7115,27,29,14,0,28.2,277.3,249.5,21,27.7,14,20.8,11.6,58.8,0,0,0,0,38.9,1013.9,8.8,2.8,21.5,9
Delhi,Delhi,07-03-2018,185,88.2716,32,187.662,27,45.6906,32,13.5164,22,36.3743,23,1.60071,28,66.1344,27,29.5,14,0,22.3,282.3,256.3,21.6,28,14,21.4,11.3,56.1,0,0,0,0,34.6,1012.8,0.4,2.9,22.2,9
Delhi,Delhi,08-03-2018,245,137.903,32,293.653,27,75.1569,32,17.2668,22,43.9057,23,2.41714,28,82.7937,27,32,15,0,13.7,262.3,252.2,23.5,30.3,15,23,11.8,52.6,0,0,0,0,15.1,1013.6,2.6,2.9,21.7,9
Delhi,Delhi,09-03-2018,280,128.657,32,271.97,27,61.7309,32,18.9309,22,45.8991,23,2.34429,28,70.4993,27,32,16.1,0,16.6,307.3,249.1,24.3,30.1,16.1,23.8,12.6,52.9,0,0,0,0,27.4,1013.7,0,3.2,21.4,9
Delhi,Delhi,10-03-2018,170,74.2116,32,171.206,27,38.9234,32,15.1827,22,39.0087,23,0.971071,28,59.9263,27,32,15,0,21.4,288,256.4,24.1,30.2,15,23.6,12,52,0,0,0,0,32.8,1012.7,6.1,3.4,22.3,9
Delhi,Delhi,11-03-2018,170,91.6503,32,193.641,27,42.8734,32,16.0586,22,39.987,23,1.54357,28,68.4393,27,32,16,0,16.6,276.3,259,23.9,30.6,16,23.5,13.1,55.6,0,0,0,0,27,1011.9,0,2.8,22.4,9
Delhi,Delhi,12-03-2018,214,102.275,31,224.561,26,44.6887,31,17.861,21,42.4964,22,1.30074,27,67.6746,26,34.2,17,0,20.5,277.2,259.2,25,32.3,17,24.5,12.4,51.2,0,0,0,0,28.4,1011.6,0,3.1,22.4,9
Delhi,Delhi,13-03-2018,217,110.076,31,259.224,26,56.8639,31,17.811,21,42.2073,22,2.39111,27,69.2827,26,36.1,16,0,18.4,260.9,261.6,26.5,33.8,16,25.7,11,45.8,0,0,0,0,25.2,1010,0,3.2,22.6,9
Delhi,Delhi,14-03-2018,267,111.532,32,337.224,27,64.1653,32,17.4477,22,40.7296,23,2.04963,27,56.107,27,34,19.4,0,14.8,245.2,261.6,26.7,32.1,19.4,25.9,9.3,36.4,0,0,0,0,19.1,1008.1,12.3,3.7,22.5,9
Delhi,Delhi,15-03-2018,297,105.563,31,318.101,27,45.7391,32,16.0582,22,43.267,23,1.54643,28,38.4856,27,32,19,0,25,294.6,236.9,25.6,30.5,19,25.2,11.8,44.5,0,0,0,0,33.5,1008.4,25.5,3.2,20.6,8
Delhi,Delhi,16-03-2018,256,109.132,32,257.832,27,41.7022,32,16.8795,22,41.7987,23,1.24286,28,60.1052,27,31.1,18,0,18.4,299.8,255.6,24.6,30,18,24.3,12.6,50.6,0,0,0,0,29.9,1009.7,29.1,3,22.2,9
Delhi,Delhi,17-03-2018,186,99.5316,31,215.025,26,36.2894,31,18.3995,21,38.2455,22,1.24778,9,58.8146,26,31,16,0,24.1,293.1,273.4,23.6,29.3,16,23.2,9.7,45.3,0,0,0,0,34.9,1011,0,3.7,23.6,9
Delhi,Delhi,18-03-2018,169,70.7672,29,165.166,24,31.846,30,13.7755,20,27.6319,21,1.27778,9,84.6932,25,32,15.5,0,20.5,292.7,277.1,24.3,29.8,15.5,23.7,9,42.3,0,0,0,0,33.5,1012.2,1.7,3.6,24,9
Delhi,Delhi,19-03-2018,173,79.9741,29,199.457,24,43.8397,29,16.8105,20,37.9919,21,1.29615,26,69.4096,25,34.3,16.8,0,16.6,274.7,259.5,25.7,32.1,16.8,25,10.2,41.9,0,0,0,0,31.3,1013.6,19.4,3.1,22.4,9
Delhi,Delhi,20-03-2018,217,112.991,32,271.651,27,61.1572,32,21.1614,22,44.34,23,1.89321,28,82.2812,26,35.1,18,0,14.8,270.5,256.3,26.9,33.1,18,26.1,10.9,42,0,0,0,0,24.8,1010.6,18.9,3.1,22.1,9
Delhi,Delhi,21-03-2018,289,126.506,32,273.682,27,41.6722,32,24.0468,22,49.7422,23,1.5575,28,77.0341,27,32.6,22.3,0,22.3,305.4,217.8,26.5,31.5,22.3,26.2,14,48.4,0,0,0,0,34.6,1008.3,49.5,3.3,18.7,8
Delhi,Delhi,22-03-2018,186,81.0822,32,178.067,26,33.4547,32,17.2264,22,42.4822,23,0.985714,28,69.0378,27,31,17,0,22.3,299.3,235.3,24.5,29.8,17,24.3,14.8,57.6,0,0,0,0,23,1009.3,26.9,3,20.3,9
Delhi,Delhi,23-03-2018,151,65.6222,32,158.017,26,35.5894,32,12.9123,22,35.033,23,1.11929,28,73.1581,27,30,17,0,17.3,284.4,262,24,29,17,23.8,13.5,54.2,0,0,0,0,28.8,1010.6,6.6,2.9,22.5,8
Delhi,Delhi,24-03-2018,175,77.2122,32,188.903,26,36.8244,32,14.9677,22,35.7809,23,0.934286,28,76.5959,27,33,18,0,38.7,284.5,278.4,25.4,31.7,18,25,13.3,50.2,0,0,0,0,31,1013,0,3.2,24.2,9
Delhi,Delhi,25-03-2018,195,82.1822,32,194.928,26,34.9866,32,15.7214,22,36.7026,23,0.943077,26,81.9837,27,33,18,0,22,279.7,281.8,25.6,31.3,18,25.2,13.2,50.1,0,0,0,0,37.1,1014.2,0,2.9,24.2,9
Delhi,Delhi,26-03-2018,183,86.5581,32,205.572,26,42.4072,32,16.6664,22,36.6061,23,1.36857,28,80.8459,27,34.1,18,0,22.3,283.9,284.7,26.5,32.3,18,25.9,12.4,45.7,0,0,0,0,38.2,1012.6,0,3,24.3,9
Delhi,Delhi,27-03-2018,230,111.259,32,268.839,26,60.9694,32,18.6473,22,38.0565,23,2.1625,28,78.8585,27,38,18.5,0,16.9,295.9,288.7,28.1,35.3,18.5,27.1,9.7,37,0,0,0,0,33.5,1009.1,0,3.4,25.3,9
Delhi,Delhi,28-03-2018,255,111.292,32,281.401,27,64.135,32,16.4309,22,37.9535,23,2.78,28,72.0867,27,39,18.9,0,22.3,285.5,286.5,29.3,36.6,18.9,28.2,9.7,34.7,0,0,0,0,23.4,1008.3,0,3.1,24.8,9
Delhi,Delhi,29-03-2018,213,92.9923,31,224.193,27,42.2771,31,17.4314,22,37.0509,22,1.22857,28,90.03,28,37,19,0,24.1,290.5,288.3,28.6,34.7,19,27.7,11.4,38.6,0,0,0,0,37.4,1007.7,4.9,3.3,25.1,9
Delhi,Delhi,30-03-2018,218,99.3684,32,255.286,27,47.2341,32,17.0859,22,37.2522,23,1.50654,26,81.165,28,37,22.1,0,22.7,276.4,293.9,28.8,34.4,22.1,27.9,11,37.1,0,0,0,0,33.5,1005.4,5.5,3.7,25.3,10
Delhi,Delhi,31-03-2018,256,96.4593,30,297.749,25,43.9247,30,16.2035,20,42.1295,21,1.23154,26,94.4928,25,33.1,21,0,18.4,89.5,286.6,26.8,32.6,21,26.6,13.8,46.2,0,0,0,0,29.5,1007.8,0,3.4,24.6,9
Delhi,Delhi,01-04-2018,195,74.3819,31,207.917,27,38.2326,31,13.0386,22,37.3113,23,1.10179,28,96.0992,25,35,22.6,0,14.8,107.8,287.5,28.4,35.6,22.6,28.4,14.8,44.8,0,0,0,0,33.1,1009.5,0,3.4,24.9,9
Delhi,Delhi,02-04-2018,219,95.3388,32,247.783,27,48.5234,32,17.1532,22,43.4861,23,1.33857,28,100.026,27,37,22.6,0,16.6,109.4,283.2,29.3,36.9,22.6,29.1,15,44.3,0,0,0,0,29.5,1009.7,5.2,3.6,24.4,9
Delhi,Delhi,03-04-2018,207,100.275,32,259.89,27,52.5122,32,17.64,22,45.7161,23,1.35192,26,97.6993,28,40,22.7,0,18.4,121.3,275.7,31.2,41.5,22.7,31.5,15.8,41.8,0,0,0,0,23,1008.4,27,3.5,23.7,9
Delhi,Delhi,04-04-2018,203,117.691,32,279.167,27,52.5147,32,16.2609,23,50.0413,23,2.08714,28,99.7489,28,40,24,0,16.6,60.4,276.2,32,39.8,24,31.9,15.5,40.3,0,0,0,0,28.8,1005.9,1.1,3.2,23.8,9
Delhi,Delhi,05-04-2018,290,144.998,32,335.869,27,56.8681,32,19.513,23,53.3017,23,2.40593,27,77.9629,28,39,24.6,0,16.6,315.2,285.6,31.7,39.8,24.6,31.6,15.4,40.3,0,0,0,0,22.3,1004.8,16.2,3.1,24.4,9
Delhi,Delhi,06-04-2018,208,93.2941,32,220.677,27,42.7319,32,19.0174,23,42.8052,23,1.68207,29,83.0661,28,37,21.2,5,27.7,89.3,256,29.3,35.8,21.2,28.8,14.2,43.4,100,8.33,0,0,64.8,1006.9,65.8,3.2,22,9
Delhi,Delhi,07-04-2018,143,49.6816,32,140.452,27,36.6138,32,11.13,23,42.2348,23,1.25828,29,74.137,27,35,20.4,0,20.5,106.4,242.6,28.2,35.9,20.4,28.4,16.1,49.6,0,0,0,0,35.3,1008.9,20.7,4.1,21,9
Delhi,Delhi,08-04-2018,141,49.5487,31,141.854,27,33.8213,31,10.9765,23,44.1764,22,1.08276,29,76.6593,27,36,23.7,0,203.8,101.2,260.9,29.5,36.8,23.7,29.9,16.8,48,0,0,0,0,33.5,1009.4,1.3,3.5,22.5,9
Delhi,Delhi,09-04-2018,120,60.7606,31,135.904,27,41.3553,30,10.9552,23,44.3955,22,2.01897,29,47.8589,27,30.5,20.6,2.612,22.3,82.1,241.9,26.1,31.4,20.6,26.3,17.3,59.8,100,8.33,0,0,37.1,1010.8,40.3,3.7,20.7,9
Delhi,Delhi,10-04-2018,230,95.6048,31,249.082,27,42.8541,32,11.8767,24,48.6057,23,2.02036,28,75.1072,29,35.1,21.5,0,19.3,107.3,268,28.4,35.1,21.5,28.4,17.1,54.1,0,0,0,0,27.7,1008.8,43.4,3.2,23.1,9
Delhi,Delhi,11-04-2018,141,48.2103,30,127.135,27,35.3968,31,11.7232,22,38.5705,22,1.11107,28,60.3265,26,33,24,0,22.3,64,252.9,26.8,33.7,24,27,16.4,53.7,0,0,0,0,44.6,1008.5,72.6,3.8,22,9
Delhi,Delhi,12-04-2018,99,50.3977,31,122.149,27,42.0865,31,11.4145,22,34.5577,22,2.02862,29,73.4174,27,33,19.6,5.149,27.7,295,269,27.1,32.4,19.6,26.9,14.8,49.2,100,4.17,0,0,46.4,1008.4,36.6,3.7,23.2,9
Delhi,Delhi,13-04-2018,188,85.4853,30,201.965,27,57.2439,31,13.0109,23,36.5277,22,2.61793,29,78.1571,28,37,19.7,0,16.6,304.7,307.7,28.9,34.2,19.7,27.7,8.2,32.8,0,0,0,0,25.9,1009.1,8.7,3.3,26.6,10
Delhi,Delhi,14-04-2018,217,93.8771,31,237.708,27,60.9777,31,16.9992,24,40.2826,23,2.78704,27,79.7959,27,37,19.6,0,18.4,303.5,299.2,29.3,34.7,19.6,28.1,8.3,30,0,0,0,0,29.9,1008,14.9,3.3,25.7,10
Delhi,Delhi,15-04-2018,224,109.626,30,255.25,26,69.9857,30,17.9213,23,40.2195,22,3.04704,27,85.9977,26,39,21.6,0,13,292.6,286.7,31.3,37.4,21.6,30.4,11.7,32.9,0,0,0,0,27.4,1007.2,22.2,3.2,24.9,10
Delhi,Delhi,16-04-2018,285,109.868,30,330.362,26,72.8997,30,20.6243,23,46.7577,22,3.66,27,70.5419,26,39.5,23.7,0,17.8,90.8,267.5,32.1,39,23.7,31.7,13.6,34.3,0,0,0,0,33.5,1007.3,47.3,2.7,23.1,9
Delhi,Delhi,17-04-2018,244,81.0323,30,267.31,26,55.966,30,13.39,23,38.2732,22,2.26679,28,68.0908,26,41,24.7,0,22.3,340.7,280,32.6,40.1,24.7,31.5,11.4,29.8,0,0,0,0,33.5,1008.7,30.3,3.4,24.3,9
Delhi,Delhi,18-04-2018,228,72.6403,31,266.933,27,41.1852,31,13.0013,24,33.5017,23,1.12107,28,66.6604,28,39,24,0,29.5,291.8,310.1,32.3,37.7,24,31,10,27.1,0,0,0,0,46.8,1008,1.1,3.7,26.9,10
Delhi,Delhi,19-04-2018,244,88.729,31,289.833,27,52.8584,31,16.815,24,35.5287,23,1.46214,28,89.4386,28,41,24.1,0,20.6,291.2,296.1,32.8,40.1,24.1,31.6,10.4,27.2,0,0,0,0,33.5,1004.6,9.6,3.6,25.5,9
Delhi,Delhi,20-04-2018,246,98.9732,31,385.615,27,42.0832,31,15.3208,24,36.37,23,1.13036,28,62.1036,28,40,26.1,0,29.7,217.3,280.8,33,37.7,26.1,31.5,8.7,24.1,0,0,0,0,44.6,1003.5,47.8,3.3,24.3,9
Delhi,Delhi,21-04-2018,356,113.827,31,465.406,27,31.6267,30,12.3,24,32.0441,22,1.035,28,71.8104,28,34.1,24,0,20.5,294,317.3,29.6,32,24,28.3,8.2,29.5,0,0,0,0,32,1008.3,24.1,2.8,27.5,10
Delhi,Delhi,22-04-2018,211,61.74,30,212.798,27,32.387,30,16.9671,24,29.0091,22,1.09821,28,88.9679,28,35,22,0,27.8,292,325.3,29.1,32.4,22,27.8,5.4,24.4,0,0,0,0,40.7,1009.3,0,3.3,28.1,10
Delhi,Delhi,23-04-2018,160,80.0445,31,228.929,27,41.4163,30,13.9746,24,27.5095,22,1.465,28,97.0964,28,38,21,0,18.4,290.8,322.3,30,35.2,21,28.6,4.5,21.3,0,0,0,0,36,1008.2,0,3.5,27.8,10
Delhi,Delhi,24-04-2018,254,108.739,30,282.944,25,61.2717,29,17.097,23,31.9057,21,2.27857,28,101.305,27,40,21.7,0,19.3,289.2,321.5,31.4,37.3,21.7,30,6.6,23.1,0,0,0,0,33.5,1006.9,0,3.3,27.8,10
Delhi,Delhi,25-04-2018,266,117.026,29,327.531,25,83.5367,30,14.8958,24,33.3373,22,2.82621,29,83.5018,28,42,22.2,0,18.4,272.3,316.2,33.2,38.5,22.2,31.4,5.5,21.5,0,0,0,0,33.5,1004.1,3.2,3.3,27.3,10
Delhi,Delhi,26-04-2018,313,147.833,30,408.536,26,74.1694,31,18.3154,24,41.0478,23,2.81448,29,88.9414,28,43,27.4,0,14.8,303,320.2,34.7,39.6,26.8,32.9,7.9,21.3,0,0,0,0,19.4,1002.4,14.6,3.1,27.7,10
Delhi,Delhi,27-04-2018,310,102.006,30,327.265,28,45.0571,31,12.234,25,51.0678,23,1.701,30,76.9966,29,39,28,0,20.5,99.7,295.8,33.2,42.3,28.3,34.1,17,39.3,0,0,0,0,43.9,1005.6,3.9,3.6,25.7,10
Delhi,Delhi,28-04-2018,301,83.3448,31,324.651,27,35.3545,31,12.3888,25,44.7278,23,1.47533,30,85.8659,29,40,28.2,0,24.3,105.1,303.1,33.7,42.7,29.9,35.2,18.3,41.3,0,0,0,0,38.9,1005.1,35.6,2.7,26.2,10
Delhi,Delhi,29-04-2018,248,87.6314,29,259.773,26,43.4743,30,15.5388,24,47.5927,22,1.45345,29,90.8882,28,39.9,25.6,1.299,11.9,107.2,298.8,32.5,41.6,25.6,34.3,19.3,48.1,100,4.17,0,0,28.8,1002.2,36.8,2.3,25.8,9
Delhi,Delhi,30-04-2018,209,80.4352,31,220.539,27,43.7916,31,11.66,24,49.5673,22,1.41607,28,82.2438,29,40,25.4,0,22.3,105.2,287.2,32.1,41.7,25.4,32.9,18.3,48.1,0,0,0,0,38.5,1000.5,29.6,3.1,24.7,10
